theta0;omega0;theta1;omega1;
0.968;1.18;-17.2;-14.1;
0.969;1.22;-17.2;-14.2;
0.97;1.26;-17.2;-14.3;
0.971;1.3;-17.2;-14.3;
0.973;1.34;-17.3;-14.4;
0.974;1.37;-17.3;-14.5;
0.975;1.41;-17.3;-14.6;
0.977;1.45;-17.3;-14.7;
0.978;1.49;-17.3;-14.8;
0.98;1.53;-17.3;-14.9;
0.981;1.57;-17.3;-15;
0.983;1.61;-17.4;-15;
0.985;1.65;-17.4;-15.1;
0.986;1.69;-17.4;-15.2;
0.988;1.73;-17.4;-15.3;
0.99;1.76;-17.4;-15.4;
0.992;1.8;-17.4;-15.5;
0.993;1.84;-17.5;-15.6;
0.995;1.87;-17.5;-15.7;
0.997;1.91;-17.5;-15.8;
0.999;1.94;-17.5;-15.8;
1;1.97;-17.5;-15.9;
1;2;-17.5;-16;
1;2.03;-17.6;-16.1;
1.01;2.06;-17.6;-16.2;
1.01;2.08;-17.6;-16.2;
1.01;2.11;-17.6;-16.3;
1.01;2.13;-17.6;-16.4;
1.02;2.15;-17.6;-16.4;
1.02;2.17;-17.6;-16.5;
1.02;2.19;-17.7;-16.5;
1.02;2.2;-17.7;-16.6;
1.02;2.21;-17.7;-16.6;
1.03;2.22;-17.7;-16.6;
1.03;2.23;-17.7;-16.7;
1.03;2.23;-17.7;-16.7;
1.03;2.23;-17.8;-16.7;
1.04;2.23;-17.8;-16.7;
1.04;2.22;-17.8;-16.7;
1.04;2.22;-17.8;-16.7;
1.04;2.21;-17.8;-16.7;
1.04;2.19;-17.8;-16.7;
1.05;2.18;-17.9;-16.7;
1.05;2.16;-17.9;-16.7;
1.05;2.13;-17.9;-16.7;
1.05;2.11;-17.9;-16.6;
1.05;2.08;-17.9;-16.6;
1.06;2.05;-17.9;-16.5;
1.06;2.02;-18;-16.5;
1.06;1.99;-18;-16.4;
1.06;1.95;-18;-16.4;
1.06;1.91;-18;-16.3;
1.07;1.87;-18;-16.3;
1.07;1.83;-18;-16.2;
1.07;1.79;-18.1;-16.1;
1.07;1.74;-18.1;-16;
1.07;1.7;-18.1;-16;
1.08;1.65;-18.1;-15.9;
1.08;1.6;-18.1;-15.8;
1.08;1.55;-18.1;-15.7;
1.08;1.5;-18.2;-15.6;
1.08;1.45;-18.2;-15.6;
1.08;1.39;-18.2;-15.5;
1.08;1.34;-18.2;-15.4;
1.09;1.29;-18.2;-15.3;
1.09;1.23;-18.2;-15.2;
1.09;1.18;-18.3;-15.1;
1.09;1.12;-18.3;-15;
1.09;1.07;-18.3;-15;
1.09;1.01;-18.3;-14.9;
1.09;0.958;-18.3;-14.8;
1.09;0.902;-18.3;-14.7;
1.09;0.846;-18.3;-14.6;
1.1;0.791;-18.4;-14.5;
1.1;0.735;-18.4;-14.4;
1.1;0.679;-18.4;-14.4;
1.1;0.624;-18.4;-14.3;
1.1;0.568;-18.4;-14.2;
1.1;0.513;-18.4;-14.1;
1.1;0.458;-18.4;-14;
1.1;0.403;-18.5;-14;
1.1;0.348;-18.5;-13.9;
1.1;0.294;-18.5;-13.8;
1.1;0.239;-18.5;-13.7;
1.1;0.185;-18.5;-13.7;
1.1;0.131;-18.5;-13.6;
1.1;0.0779;-18.5;-13.5;
1.1;0.0246;-18.6;-13.5;
1.1;-0.0284;-18.6;-13.4;
1.1;-0.0811;-18.6;-13.3;
1.1;-0.134;-18.6;-13.3;
1.1;-0.186;-18.6;-13.2;
1.1;-0.238;-18.6;-13.1;
1.1;-0.289;-18.6;-13.1;
1.1;-0.341;-18.6;-13;
1.1;-0.392;-18.7;-13;
1.1;-0.442;-18.7;-12.9;
1.1;-0.493;-18.7;-12.8;
1.1;-0.543;-18.7;-12.8;
1.1;-0.593;-18.7;-12.7;
1.1;-0.642;-18.7;-12.7;
1.1;-0.692;-18.7;-12.6;
1.1;-0.741;-18.7;-12.6;
1.09;-0.79;-18.8;-12.5;
1.09;-0.838;-18.8;-12.5;
1.09;-0.886;-18.8;-12.4;
1.09;-0.934;-18.8;-12.4;
1.09;-0.982;-18.8;-12.3;
1.09;-1.03;-18.8;-12.3;
1.09;-1.08;-18.8;-12.2;
1.09;-1.12;-18.8;-12.2;
1.09;-1.17;-18.9;-12.1;
1.09;-1.22;-18.9;-12.1;
1.08;-1.26;-18.9;-12;
1.08;-1.31;-18.9;-12;
1.08;-1.35;-18.9;-11.9;
1.08;-1.4;-18.9;-11.9;
1.08;-1.44;-18.9;-11.9;
1.08;-1.49;-18.9;-11.8;
1.08;-1.53;-19;-11.8;
1.07;-1.58;-19;-11.7;
1.07;-1.62;-19;-11.7;
1.07;-1.67;-19;-11.7;
1.07;-1.71;-19;-11.6;
1.07;-1.75;-19;-11.6;
1.07;-1.8;-19;-11.5;
1.06;-1.84;-19;-11.5;
1.06;-1.88;-19;-11.5;
1.06;-1.93;-19.1;-11.4;
1.06;-1.97;-19.1;-11.4;
1.06;-2.01;-19.1;-11.4;
1.05;-2.05;-19.1;-11.3;
1.05;-2.09;-19.1;-11.3;
1.05;-2.14;-19.1;-11.3;
1.05;-2.18;-19.1;-11.2;
1.05;-2.22;-19.1;-11.2;
1.04;-2.26;-19.1;-11.2;
1.04;-2.3;-19.2;-11.1;
1.04;-2.34;-19.2;-11.1;
1.04;-2.38;-19.2;-11.1;
1.03;-2.42;-19.2;-11;
1.03;-2.46;-19.2;-11;
1.03;-2.5;-19.2;-11;
1.03;-2.54;-19.2;-10.9;
1.02;-2.58;-19.2;-10.9;
1.02;-2.62;-19.2;-10.9;
1.02;-2.66;-19.3;-10.8;
1.02;-2.69;-19.3;-10.8;
1.01;-2.73;-19.3;-10.8;
1.01;-2.77;-19.3;-10.7;
1.01;-2.81;-19.3;-10.7;
1.01;-2.84;-19.3;-10.7;
1;-2.88;-19.3;-10.6;
1;-2.92;-19.3;-10.6;
0.997;-2.96;-19.3;-10.6;
0.994;-2.99;-19.4;-10.5;
0.991;-3.03;-19.4;-10.5;
0.988;-3.06;-19.4;-10.5;
0.985;-3.1;-19.4;-10.4;
0.981;-3.14;-19.4;-10.4;
0.978;-3.17;-19.4;-10.4;
0.975;-3.21;-19.4;-10.3;
0.972;-3.24;-19.4;-10.3;
0.969;-3.28;-19.4;-10.3;
0.965;-3.31;-19.4;-10.2;
0.962;-3.34;-19.5;-10.2;
0.959;-3.38;-19.5;-10.2;
0.955;-3.41;-19.5;-10.1;
0.952;-3.45;-19.5;-10.1;
0.948;-3.48;-19.5;-10.1;
0.945;-3.51;-19.5;-10;
0.941;-3.54;-19.5;-9.99;
0.938;-3.58;-19.5;-9.95;
0.934;-3.61;-19.5;-9.92;
0.93;-3.64;-19.5;-9.88;
0.927;-3.67;-19.6;-9.85;
0.923;-3.7;-19.6;-9.81;
0.919;-3.74;-19.6;-9.78;
0.916;-3.77;-19.6;-9.74;
0.912;-3.8;-19.6;-9.7;
0.908;-3.83;-19.6;-9.67;
0.904;-3.86;-19.6;-9.63;
0.9;-3.89;-19.6;-9.59;
0.896;-3.92;-19.6;-9.55;
0.893;-3.95;-19.6;-9.52;
0.889;-3.97;-19.7;-9.48;
0.885;-4;-19.7;-9.44;
0.881;-4.03;-19.7;-9.4;
0.877;-4.06;-19.7;-9.36;
0.872;-4.09;-19.7;-9.32;
0.868;-4.11;-19.7;-9.28;
0.864;-4.14;-19.7;-9.24;
0.86;-4.17;-19.7;-9.2;
0.856;-4.19;-19.7;-9.16;
0.852;-4.22;-19.7;-9.12;
0.847;-4.25;-19.7;-9.07;
0.843;-4.27;-19.8;-9.03;
0.839;-4.3;-19.8;-8.99;
0.835;-4.32;-19.8;-8.95;
0.83;-4.35;-19.8;-8.9;
0.826;-4.37;-19.8;-8.86;
0.822;-4.4;-19.8;-8.82;
0.817;-4.42;-19.8;-8.77;
0.813;-4.44;-19.8;-8.73;
0.808;-4.47;-19.8;-8.68;
0.804;-4.49;-19.8;-8.64;
0.799;-4.51;-19.8;-8.59;
0.795;-4.54;-19.9;-8.54;
0.79;-4.56;-19.9;-8.5;
0.786;-4.58;-19.9;-8.45;
0.781;-4.6;-19.9;-8.4;
0.776;-4.62;-19.9;-8.35;
0.772;-4.64;-19.9;-8.3;
0.767;-4.66;-19.9;-8.26;
0.762;-4.68;-19.9;-8.21;
0.758;-4.7;-19.9;-8.16;
0.753;-4.72;-19.9;-8.11;
0.748;-4.74;-19.9;-8.06;
0.744;-4.76;-19.9;-8;
0.739;-4.78;-20;-7.95;
0.734;-4.8;-20;-7.9;
0.729;-4.81;-20;-7.85;
0.724;-4.83;-20;-7.8;
0.72;-4.85;-20;-7.74;
0.715;-4.87;-20;-7.69;
0.71;-4.88;-20;-7.63;
0.705;-4.9;-20;-7.58;
0.7;-4.92;-20;-7.53;
0.695;-4.93;-20;-7.47;
0.69;-4.95;-20;-7.41;
0.685;-4.96;-20;-7.36;
0.68;-4.98;-20;-7.3;
0.675;-4.99;-20;-7.24;
0.67;-5.01;-20.1;-7.19;
0.665;-5.02;-20.1;-7.13;
0.66;-5.03;-20.1;-7.07;
0.655;-5.05;-20.1;-7.01;
0.65;-5.06;-20.1;-6.95;
0.645;-5.07;-20.1;-6.89;
0.64;-5.08;-20.1;-6.83;
0.635;-5.1;-20.1;-6.77;
0.63;-5.11;-20.1;-6.71;
0.625;-5.12;-20.1;-6.65;
0.62;-5.13;-20.1;-6.59;
0.614;-5.14;-20.1;-6.53;
0.609;-5.15;-20.1;-6.47;
0.604;-5.16;-20.1;-6.4;
0.599;-5.17;-20.2;-6.34;
0.594;-5.18;-20.2;-6.28;
0.589;-5.19;-20.2;-6.21;
0.583;-5.2;-20.2;-6.15;
0.578;-5.21;-20.2;-6.09;
0.573;-5.22;-20.2;-6.02;
0.568;-5.23;-20.2;-5.96;
0.562;-5.24;-20.2;-5.89;
0.557;-5.24;-20.2;-5.82;
0.552;-5.25;-20.2;-5.76;
0.547;-5.26;-20.2;-5.69;
0.541;-5.27;-20.2;-5.63;
0.536;-5.27;-20.2;-5.56;
0.531;-5.28;-20.2;-5.49;
0.526;-5.29;-20.2;-5.42;
0.52;-5.29;-20.2;-5.35;
0.515;-5.3;-20.2;-5.29;
0.51;-5.3;-20.2;-5.22;
0.504;-5.31;-20.3;-5.15;
0.499;-5.31;-20.3;-5.08;
0.494;-5.32;-20.3;-5.01;
0.488;-5.32;-20.3;-4.94;
0.483;-5.33;-20.3;-4.87;
0.478;-5.33;-20.3;-4.8;
0.473;-5.34;-20.3;-4.73;
0.467;-5.34;-20.3;-4.66;
0.462;-5.34;-20.3;-4.59;
0.456;-5.35;-20.3;-4.52;
0.451;-5.35;-20.3;-4.45;
0.446;-5.35;-20.3;-4.37;
0.44;-5.36;-20.3;-4.3;
0.435;-5.36;-20.3;-4.23;
0.43;-5.36;-20.3;-4.16;
0.424;-5.36;-20.3;-4.09;
0.419;-5.37;-20.3;-4.01;
0.414;-5.37;-20.3;-3.94;
0.408;-5.37;-20.3;-3.87;
0.403;-5.37;-20.3;-3.79;
0.398;-5.37;-20.3;-3.72;
0.392;-5.37;-20.3;-3.65;
0.387;-5.37;-20.4;-3.57;
0.381;-5.37;-20.4;-3.5;
0.376;-5.38;-20.4;-3.42;
0.371;-5.38;-20.4;-3.35;
0.365;-5.38;-20.4;-3.28;
0.36;-5.38;-20.4;-3.2;
0.355;-5.38;-20.4;-3.13;
0.349;-5.38;-20.4;-3.05;
0.344;-5.38;-20.4;-2.98;
0.338;-5.38;-20.4;-2.9;
0.333;-5.38;-20.4;-2.83;
0.328;-5.38;-20.4;-2.75;
0.322;-5.38;-20.4;-2.68;
0.317;-5.38;-20.4;-2.6;
0.311;-5.37;-20.4;-2.53;
0.306;-5.37;-20.4;-2.45;
0.301;-5.37;-20.4;-2.38;
0.295;-5.37;-20.4;-2.3;
0.29;-5.37;-20.4;-2.22;
0.285;-5.37;-20.4;-2.15;
0.279;-5.37;-20.4;-2.07;
0.274;-5.37;-20.4;-2;
0.269;-5.37;-20.4;-1.92;
0.263;-5.36;-20.4;-1.84;
0.258;-5.36;-20.4;-1.77;
0.252;-5.36;-20.4;-1.69;
0.247;-5.36;-20.4;-1.62;
0.242;-5.36;-20.4;-1.54;
0.236;-5.36;-20.4;-1.46;
0.231;-5.35;-20.4;-1.39;
0.226;-5.35;-20.4;-1.31;
0.22;-5.35;-20.4;-1.23;
0.215;-5.35;-20.4;-1.16;
0.21;-5.35;-20.4;-1.08;
0.204;-5.35;-20.4;-1.01;
0.199;-5.34;-20.4;-0.93;
0.194;-5.34;-20.4;-0.854;
0.188;-5.34;-20.4;-0.777;
0.183;-5.34;-20.4;-0.701;
0.178;-5.34;-20.4;-0.625;
0.172;-5.34;-20.4;-0.549;
0.167;-5.33;-20.4;-0.473;
0.162;-5.33;-20.4;-0.396;
0.156;-5.33;-20.4;-0.32;
0.151;-5.33;-20.4;-0.244;
0.146;-5.33;-20.4;-0.168;
0.14;-5.33;-20.4;-0.0917;
0.135;-5.32;-20.4;-0.0156;
0.13;-5.32;-20.4;0.0605;
0.124;-5.32;-20.4;0.137;
0.119;-5.32;-20.4;0.213;
0.114;-5.32;-20.4;0.289;
0.108;-5.32;-20.4;0.365;
0.103;-5.32;-20.4;0.441;
0.0977;-5.31;-20.4;0.517;
0.0924;-5.31;-20.4;0.593;
0.087;-5.31;-20.4;0.669;
0.0817;-5.31;-20.4;0.745;
0.0764;-5.31;-20.4;0.821;
0.0711;-5.31;-20.4;0.897;
0.0658;-5.31;-20.4;0.973;
0.0605;-5.31;-20.4;1.05;
0.0552;-5.31;-20.4;1.12;
0.0499;-5.31;-20.4;1.2;
0.0446;-5.31;-20.4;1.28;
0.0393;-5.31;-20.4;1.35;
0.0339;-5.31;-20.4;1.43;
0.0286;-5.31;-20.4;1.5;
0.0233;-5.31;-20.4;1.58;
0.018;-5.31;-20.4;1.66;
0.0127;-5.31;-20.4;1.73;
0.0074;-5.31;-20.4;1.81;
0.00209;-5.31;-20.4;1.88;
-0.00322;-5.31;-20.4;1.96;
-0.00853;-5.31;-20.4;2.04;
-0.0138;-5.32;-20.4;2.11;
-0.0192;-5.32;-20.4;2.19;
-0.0245;-5.32;-20.4;2.26;
-0.0298;-5.32;-20.4;2.34;
-0.0351;-5.32;-20.4;2.42;
-0.0404;-5.33;-20.4;2.49;
-0.0458;-5.33;-20.4;2.57;
-0.0511;-5.33;-20.4;2.65;
-0.0564;-5.33;-20.4;2.72;
-0.0618;-5.34;-20.4;2.8;
-0.0671;-5.34;-20.4;2.88;
-0.0724;-5.34;-20.4;2.95;
-0.0778;-5.35;-20.4;3.03;
-0.0831;-5.35;-20.4;3.11;
-0.0885;-5.36;-20.4;3.19;
-0.0939;-5.36;-20.4;3.26;
-0.0992;-5.36;-20.4;3.34;
-0.105;-5.37;-20.4;3.42;
-0.11;-5.37;-20.4;3.5;
-0.115;-5.38;-20.4;3.58;
-0.121;-5.39;-20.3;3.66;
-0.126;-5.39;-20.3;3.73;
-0.132;-5.4;-20.3;3.81;
-0.137;-5.4;-20.3;3.89;
-0.142;-5.41;-20.3;3.97;
-0.148;-5.42;-20.3;4.05;
-0.153;-5.43;-20.3;4.13;
-0.159;-5.43;-20.3;4.21;
-0.164;-5.44;-20.3;4.29;
-0.169;-5.45;-20.3;4.38;
-0.175;-5.46;-20.3;4.46;
-0.18;-5.47;-20.3;4.54;
-0.186;-5.48;-20.3;4.62;
-0.191;-5.49;-20.3;4.7;
-0.197;-5.5;-20.3;4.79;
-0.202;-5.51;-20.3;4.87;
-0.208;-5.52;-20.3;4.95;
-0.213;-5.53;-20.3;5.04;
-0.219;-5.54;-20.3;5.12;
-0.224;-5.55;-20.3;5.21;
-0.23;-5.56;-20.3;5.29;
-0.236;-5.58;-20.3;5.38;
-0.241;-5.59;-20.2;5.47;
-0.247;-5.6;-20.2;5.56;
-0.252;-5.62;-20.2;5.64;
-0.258;-5.63;-20.2;5.73;
-0.264;-5.65;-20.2;5.82;
-0.269;-5.66;-20.2;5.91;
-0.275;-5.68;-20.2;6;
-0.281;-5.69;-20.2;6.09;
-0.286;-5.71;-20.2;6.19;
-0.292;-5.73;-20.2;6.28;
-0.298;-5.74;-20.2;6.37;
-0.304;-5.76;-20.2;6.47;
-0.309;-5.78;-20.2;6.56;
-0.315;-5.8;-20.2;6.66;
-0.321;-5.82;-20.2;6.75;
-0.327;-5.84;-20.2;6.85;
-0.333;-5.86;-20.1;6.95;
-0.338;-5.88;-20.1;7.05;
-0.344;-5.9;-20.1;7.15;
-0.35;-5.92;-20.1;7.25;
-0.356;-5.95;-20.1;7.35;
-0.362;-5.97;-20.1;7.46;
-0.368;-5.99;-20.1;7.56;
-0.374;-6.02;-20.1;7.67;
-0.38;-6.04;-20.1;7.77;
-0.386;-6.07;-20.1;7.88;
-0.392;-6.1;-20.1;7.99;
-0.398;-6.12;-20.1;8.1;
-0.405;-6.15;-20.1;8.21;
-0.411;-6.18;-20.1;8.32;
-0.417;-6.21;-20;8.43;
-0.423;-6.23;-20;8.55;
-0.429;-6.26;-20;8.66;
-0.436;-6.29;-20;8.78;
-0.442;-6.32;-20;8.89;
-0.448;-6.36;-20;9.01;
-0.455;-6.39;-20;9.13;
-0.461;-6.42;-20;9.25;
-0.468;-6.45;-20;9.37;
-0.474;-6.49;-20;9.49;
-0.481;-6.52;-20;9.61;
-0.487;-6.55;-19.9;9.73;
-0.494;-6.59;-19.9;9.86;
-0.5;-6.62;-19.9;9.98;
-0.507;-6.66;-19.9;10.1;
-0.514;-6.69;-19.9;10.2;
-0.52;-6.73;-19.9;10.3;
-0.527;-6.76;-19.9;10.5;
-0.534;-6.8;-19.9;10.6;
-0.541;-6.83;-19.9;10.7;
-0.547;-6.87;-19.8;10.8;
-0.554;-6.9;-19.8;11;
-0.561;-6.94;-19.8;11.1;
-0.568;-6.97;-19.8;11.2;
-0.575;-7;-19.8;11.3;
-0.582;-7.03;-19.8;11.4;
-0.589;-7.07;-19.8;11.5;
-0.596;-7.1;-19.8;11.6;
-0.603;-7.13;-19.8;11.7;
-0.611;-7.16;-19.7;11.8;
-0.618;-7.18;-19.7;11.9;
-0.625;-7.21;-19.7;12;
-0.632;-7.23;-19.7;12.1;
-0.639;-7.25;-19.7;12.2;
-0.647;-7.27;-19.7;12.3;
-0.654;-7.29;-19.7;12.3;
-0.661;-7.31;-19.7;12.4;
-0.669;-7.32;-19.7;12.4;
-0.676;-7.33;-19.6;12.5;
-0.683;-7.34;-19.6;12.5;
-0.691;-7.34;-19.6;12.6;
-0.698;-7.35;-19.6;12.6;
-0.705;-7.34;-19.6;12.6;
-0.713;-7.34;-19.6;12.6;
-0.72;-7.34;-19.6;12.6;
-0.727;-7.33;-19.5;12.6;
-0.735;-7.31;-19.5;12.6;
-0.742;-7.3;-19.5;12.6;
-0.749;-7.28;-19.5;12.5;
-0.756;-7.26;-19.5;12.5;
-0.764;-7.24;-19.5;12.5;
-0.771;-7.22;-19.5;12.4;
-0.778;-7.19;-19.5;12.4;
-0.785;-7.16;-19.4;12.3;
-0.792;-7.13;-19.4;12.2;
-0.8;-7.09;-19.4;12.1;
-0.807;-7.06;-19.4;12.1;
-0.814;-7.02;-19.4;12;
-0.821;-6.98;-19.4;11.9;
-0.828;-6.94;-19.4;11.8;
-0.835;-6.9;-19.4;11.7;
-0.841;-6.86;-19.4;11.6;
-0.848;-6.82;-19.3;11.5;
-0.855;-6.77;-19.3;11.4;
-0.862;-6.73;-19.3;11.3;
-0.869;-6.69;-19.3;11.2;
-0.875;-6.64;-19.3;11.1;
-0.882;-6.59;-19.3;10.9;
-0.888;-6.55;-19.3;10.8;
-0.895;-6.5;-19.3;10.7;
-0.901;-6.46;-19.3;10.6;
-0.908;-6.41;-19.2;10.5;
-0.914;-6.37;-19.2;10.4;
-0.921;-6.32;-19.2;10.3;
-0.927;-6.27;-19.2;10.2;
-0.933;-6.23;-19.2;10.1;
-0.939;-6.18;-19.2;9.94;
-0.945;-6.14;-19.2;9.83;
-0.952;-6.1;-19.2;9.72;
-0.958;-6.05;-19.2;9.61;
-0.964;-6.01;-19.2;9.51;
-0.97;-5.97;-19.1;9.4;
-0.976;-5.92;-19.1;9.3;
-0.982;-5.88;-19.1;9.19;
-0.987;-5.84;-19.1;9.09;
-0.993;-5.8;-19.1;8.99;
-0.999;-5.76;-19.1;8.89;
-1;-5.72;-19.1;8.79;
-1.01;-5.68;-19.1;8.7;
-1.02;-5.64;-19.1;8.6;
-1.02;-5.61;-19.1;8.51;
-1.03;-5.57;-19.1;8.42;
-1.03;-5.53;-19;8.32;
-1.04;-5.5;-19;8.23;
-1.04;-5.46;-19;8.15;
-1.05;-5.43;-19;8.06;
-1.05;-5.39;-19;7.97;
-1.06;-5.36;-19;7.89;
-1.07;-5.32;-19;7.81;
-1.07;-5.29;-19;7.72;
-1.08;-5.26;-19;7.64;
-1.08;-5.23;-19;7.56;
-1.09;-5.2;-19;7.49;
-1.09;-5.16;-19;7.41;
-1.1;-5.13;-19;7.33;
-1.1;-5.1;-18.9;7.26;
-1.11;-5.07;-18.9;7.19;
-1.11;-5.04;-18.9;7.11;
-1.12;-5.02;-18.9;7.04;
-1.12;-4.99;-18.9;6.97;
-1.13;-4.96;-18.9;6.9;
-1.13;-4.93;-18.9;6.83;
-1.14;-4.91;-18.9;6.77;
-1.14;-4.88;-18.9;6.7;
-1.15;-4.85;-18.9;6.64;
-1.15;-4.83;-18.9;6.57;
-1.16;-4.8;-18.9;6.51;
-1.16;-4.78;-18.9;6.45;
-1.17;-4.75;-18.9;6.39;
-1.17;-4.73;-18.9;6.33;
-1.18;-4.7;-18.8;6.27;
-1.18;-4.68;-18.8;6.21;
-1.18;-4.66;-18.8;6.15;
-1.19;-4.63;-18.8;6.09;
-1.19;-4.61;-18.8;6.04;
-1.2;-4.59;-18.8;5.98;
-1.2;-4.57;-18.8;5.93;
-1.21;-4.55;-18.8;5.87;
-1.21;-4.52;-18.8;5.82;
-1.22;-4.5;-18.8;5.77;
-1.22;-4.48;-18.8;5.71;
-1.23;-4.46;-18.8;5.66;
-1.23;-4.44;-18.8;5.61;
-1.23;-4.42;-18.8;5.56;
-1.24;-4.4;-18.8;5.51;
-1.24;-4.38;-18.8;5.47;
-1.25;-4.36;-18.8;5.42;
-1.25;-4.34;-18.7;5.37;
-1.26;-4.33;-18.7;5.32;
-1.26;-4.31;-18.7;5.28;
-1.27;-4.29;-18.7;5.23;
-1.27;-4.27;-18.7;5.19;
-1.27;-4.25;-18.7;5.14;
-1.28;-4.24;-18.7;5.1;
-1.28;-4.22;-18.7;5.06;
-1.29;-4.2;-18.7;5.01;
-1.29;-4.18;-18.7;4.97;
-1.29;-4.17;-18.7;4.93;
-1.3;-4.15;-18.7;4.89;
-1.3;-4.13;-18.7;4.85;
-1.31;-4.12;-18.7;4.81;
-1.31;-4.1;-18.7;4.77;
-1.32;-4.09;-18.7;4.73;
-1.32;-4.07;-18.7;4.69;
-1.32;-4.05;-18.7;4.65;
-1.33;-4.04;-18.7;4.61;
-1.33;-4.02;-18.7;4.57;
-1.34;-4.01;-18.6;4.54;
-1.34;-3.99;-18.6;4.5;
-1.34;-3.98;-18.6;4.46;
-1.35;-3.96;-18.6;4.43;
-1.35;-3.95;-18.6;4.39;
-1.36;-3.94;-18.6;4.36;
-1.36;-3.92;-18.6;4.32;
-1.36;-3.91;-18.6;4.29;
-1.37;-3.89;-18.6;4.25;
-1.37;-3.88;-18.6;4.22;
-1.37;-3.87;-18.6;4.19;
-1.38;-3.85;-18.6;4.15;
-1.38;-3.84;-18.6;4.12;
-1.39;-3.83;-18.6;4.09;
-1.39;-3.81;-18.6;4.06;
-1.39;-3.8;-18.6;4.02;
-1.4;-3.79;-18.6;3.99;
-1.4;-3.77;-18.6;3.96;
-1.41;-3.76;-18.6;3.93;
-1.41;-3.75;-18.6;3.9;
-1.41;-3.74;-18.6;3.87;
-1.42;-3.72;-18.6;3.84;
-1.42;-3.71;-18.6;3.81;
-1.42;-3.7;-18.6;3.78;
-1.43;-3.69;-18.5;3.75;
-1.43;-3.68;-18.5;3.72;
-1.44;-3.66;-18.5;3.69;
-1.44;-3.65;-18.5;3.67;
-1.44;-3.64;-18.5;3.64;
-1.45;-3.63;-18.5;3.61;
-1.45;-3.62;-18.5;3.58;
-1.45;-3.61;-18.5;3.56;
-1.46;-3.59;-18.5;3.53;
-1.46;-3.58;-18.5;3.5;
-1.46;-3.57;-18.5;3.48;
-1.47;-3.56;-18.5;3.45;
-1.47;-3.55;-18.5;3.42;
-1.47;-3.54;-18.5;3.4;
-1.48;-3.53;-18.5;3.37;
-1.48;-3.52;-18.5;3.35;
-1.49;-3.51;-18.5;3.32;
-1.49;-3.49;-18.5;3.3;
-1.49;-3.48;-18.5;3.27;
-1.5;-3.47;-18.5;3.25;
-1.5;-3.46;-18.5;3.23;
-1.5;-3.45;-18.5;3.2;
-1.51;-3.44;-18.5;3.18;
-1.51;-3.43;-18.5;3.16;
-1.51;-3.42;-18.5;3.13;
-1.52;-3.41;-18.5;3.11;
-1.52;-3.4;-18.5;3.09;
-1.52;-3.39;-18.5;3.06;
-1.53;-3.38;-18.5;3.04;
-1.53;-3.37;-18.5;3.02;
-1.53;-3.36;-18.4;3;
-1.54;-3.35;-18.4;2.98;
-1.54;-3.34;-18.4;2.96;
-1.54;-3.33;-18.4;2.93;
-1.55;-3.32;-18.4;2.91;
-1.55;-3.31;-18.4;2.89;
-1.55;-3.3;-18.4;2.87;
-1.56;-3.29;-18.4;2.85;
-1.56;-3.28;-18.4;2.83;
-1.56;-3.27;-18.4;2.81;
-1.57;-3.26;-18.4;2.79;
-1.57;-3.25;-18.4;2.77;
-1.57;-3.24;-18.4;2.75;
-1.58;-3.23;-18.4;2.73;
-1.58;-3.23;-18.4;2.72;
-1.58;-3.22;-18.4;2.7;
-1.59;-3.21;-18.4;2.68;
-1.59;-3.2;-18.4;2.66;
-1.59;-3.19;-18.4;2.64;
-1.6;-3.18;-18.4;2.62;
-1.6;-3.17;-18.4;2.6;
-1.6;-3.16;-18.4;2.59;
-1.6;-3.15;-18.4;2.57;
-1.61;-3.14;-18.4;2.55;
-1.61;-3.13;-18.4;2.54;
-1.61;-3.12;-18.4;2.52;
-1.62;-3.11;-18.4;2.5;
-1.62;-3.11;-18.4;2.48;
-1.62;-3.1;-18.4;2.47;
-1.63;-3.09;-18.4;2.45;
-1.63;-3.08;-18.4;2.44;
-1.63;-3.07;-18.4;2.42;
-1.64;-3.06;-18.4;2.4;
-1.64;-3.05;-18.4;2.39;
-1.64;-3.04;-18.4;2.37;
-1.65;-3.03;-18.4;2.36;
-1.65;-3.02;-18.4;2.34;
-1.65;-3.02;-18.3;2.33;
-1.65;-3.01;-18.3;2.31;
-1.66;-3;-18.3;2.3;
-1.66;-2.99;-18.3;2.28;
-1.66;-2.98;-18.3;2.27;
-1.67;-2.97;-18.3;2.25;
-1.67;-2.96;-18.3;2.24;
-1.67;-2.95;-18.3;2.23;
-1.68;-2.95;-18.3;2.21;
-1.68;-2.94;-18.3;2.2;
-1.68;-2.93;-18.3;2.19;
-1.68;-2.92;-18.3;2.17;
-1.69;-2.91;-18.3;2.16;
-1.69;-2.9;-18.3;2.15;
-1.69;-2.89;-18.3;2.13;
-1.7;-2.88;-18.3;2.12;
-1.7;-2.88;-18.3;2.11;
-1.7;-2.87;-18.3;2.1;
-1.7;-2.86;-18.3;2.09;
-1.71;-2.85;-18.3;2.07;
-1.71;-2.84;-18.3;2.06;
-1.71;-2.83;-18.3;2.05;
-1.72;-2.82;-18.3;2.04;
-1.72;-2.81;-18.3;2.03;
-1.72;-2.81;-18.3;2.02;
-1.72;-2.8;-18.3;2.01;
-1.73;-2.79;-18.3;1.99;
-1.73;-2.78;-18.3;1.98;
-1.73;-2.77;-18.3;1.97;
